DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Mechanism,atc_category
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter680,Estradiol (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter681,Estramustine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter682,Estrone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter683,Estrone sulfate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter684,Estrone sulfate (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter686,Etacrynic acid,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter694,Ethionamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter701,Etonogestrel,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter704,Everolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter706,Exenatide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter717,Fenfluramine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter719,Fenofibric acid,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter746,Fludeoxyglucose (18F),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter747,Fludrocortisone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter753,Fluocinonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter758,Fluoxetine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter759,Fluoxymesterone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter760,Fluphenazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter761,Flurandrenolide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter766,Fluticasone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter770,Fluvoxamine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter777,Fosamprenavir,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter781,Fosinopril,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter783,Fosphenytoin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter790,Furosemide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter808,Garlic,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter809,Gatifloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter812,Gemfibrozil,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter813,Gemifloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter820,Ginseng,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter826,Glipizide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter831,Glyburide,2,Unknown,Alimentary Tract And Metabolism
DDInter839,Goserelin,DDInter935,"Insulin human (inhalation, rapid acting)",2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter842,Grepafloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter845,Guanadrel,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter846,Guanethidine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter851,Halcinonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1898,Ulobetasol (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter864,Histrelin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter889,Hydroflumethiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter893,Hydroxychloroquine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter907,Iloperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter908,Iloprost,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter915,Indacaterol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter916,Indapamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter917,Indinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter972,Irbesartan,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter981,Isocarboxazid,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter982,Isoetharine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter986,Isoniazid,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter987,Isoprenaline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1013,Labetalol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1021,Lanreotide,2,Unknown,Alimentary Tract And Metabolism
DDInter1042,Leuprolide,DDInter935,"Insulin human (inhalation, rapid acting)",2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1063,Levosalbutamol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1048,Levobetaxolol (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1050,Levobunolol (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1055,Levofloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1073,Linezolid,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1079,Lisinopril,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1081,Lithium carbonate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1082,Lixisenatide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1084,Lomefloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1095,Losartan,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1102,Lumateperone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1104,Lurasidone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1110,Macimorelin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1126,Mazindol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1132,Mecasermin rinfabate,2,Synergy,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1137,Medroxyprogesterone acetate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1141,Megestrol acetate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1151,Mephentermine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1159,Mesoridazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1346,Orciprenaline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1162,Metaraminol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1165,Methacholine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1161,Metamfetamine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1167,Methazolamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1168,Methdilazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1175,Methotrimeprazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1176,Methoxamine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1184,Methylcellulose,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1191,Methylprednisolone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1192,Methylprednisolone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1196,Metipranolol (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1199,Metolazone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1200,Metoprolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1201,Metreleptin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1214,Midostaurin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1217,Miglitol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1237,Moexipril,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1247,Moxifloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1255,Nadolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1259,Nalidixic acid,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1271,Nebivolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1276,Nelfinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1289,Nicotinamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1311,Norepinephrine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1313,Norfloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1315,Norgestrel,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1323,Octreotide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1325,Ofloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1326,Olanzapine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1331,Olodaterol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1335,Omacetaxine mepesuccinate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1348,Orlistat,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1374,Oxytetracycline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1397,Paroxetine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1398,Pasireotide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1404,Pegaspargase,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1417,Penbutolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1426,Pentoxifylline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1432,Perphenazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1439,Phendimetrazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1440,Phenelzine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1447,Phentermine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1458,Phenylpropanolamine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1460,Phenytoin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1471,Pindolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1490,Polythiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1495,Potassium acetate,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1497,Potassium chloride,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1499,Potassium gluconate,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1501,Potassium perchlorate,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1506,Pramlintide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1513,Prednisolone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1515,Prednisone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1529,Progesterone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1530,Progesterone (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1532,Promazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1537,Propiomazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1539,Propranolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1481,Plantago seed,1,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1553,Quetiapine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1554,Quinapril,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1555,Quinestrol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1556,Quinidine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1557,Quinine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1560,Racepinephrine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1565,Ramipril,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1572,Rasagiline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1582,Reserpine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1606,Ritodrine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1621,Rosiglitazone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1631,Safinamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1635,Salmeterol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1637,Salsalate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1646,Saxagliptin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1653,Selegiline,2,Unknown,Alimentary Tract And Metabolism
DDInter1661,Sermorelin,DDInter935,"Insulin human (inhalation, rapid acting)",2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1662,Sertraline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1665,Sibutramine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1678,Sirolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1679,Sitagliptin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1633,Salicylic acid (sodium),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1698,Somapacitan,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1700,Somatrem,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1699,Somatotropin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1704,Sotalol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1705,Sparfloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1709,Stanozolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1717,Sucralfate,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1721,Sulfadiazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1722,Sulfadoxine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1723,Sulfamethizole,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1725,Sulfasalazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1727,Sulfisoxazole,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1731,Sunitinib,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1735,Tacrolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1741,Tagraxofusp,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1763,Temsirolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1769,Terbutaline,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1776,Testosterone (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1793,Thiethylperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1796,Thioridazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1809,Timolol,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1817,Tipranavir,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1822,Tobramycin,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1826,Tolazamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1828,Tolbutamide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1836,Torasemide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1845,Tranylcypromine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1857,Triamcinolone (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1861,Trichlormethiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1866,Trifluoperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1867,Triflupromazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter45,Alimemazine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1881,Troglitazone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1887,Trovafloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1892,Turmeric,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1935,Vilazodone,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1948,Vortioxetine,2,Unknown,Alimentary Tract And Metabolism
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1967,Ziprasidone,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter16,Acetohexamide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter179,Bendroflumethiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter383,Cinoxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter502,Deserpidine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter545,Dienestrol (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter551,Diflunisal,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter577,Dobutamine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter644,Enoxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter650,Ephedrine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter680,Estradiol (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter683,Estrone sulfate,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter684,Estrone sulfate (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter694,Ethionamide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter717,Fenfluramine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter747,Fludrocortisone,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter753,Fluocinonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter770,Fluvoxamine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter812,Gemfibrozil,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter831,Glyburide,2,Unknown,Alimentary Tract And Metabolism
DDInter839,Goserelin,DDInter937,Insulin human (regular),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter846,Guanethidine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter851,Halcinonide (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter864,Histrelin,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter916,Indapamide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter972,Irbesartan,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter986,Isoniazid,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1050,Levobunolol (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1137,Medroxyprogesterone acetate,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1159,Mesoridazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1162,Metaraminol,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1167,Methazolamide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1191,Methylprednisolone,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1192,Methylprednisolone (topical),1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1196,Metipranolol (ophthalmic),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1199,Metolazone,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1217,Miglitol,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1237,Moexipril,2,Unknown,Alimentary Tract And Metabolism
