DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Mechanism,atc_category
DDInter937,Insulin human (regular),DDInter1276,Nelfinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1311,Norepinephrine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1323,Octreotide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1326,Olanzapine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1397,Paroxetine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1404,Pegaspargase,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1440,Phenelzine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1458,Phenylpropanolamine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1495,Potassium acetate,1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1497,Potassium chloride,1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1499,Potassium gluconate,1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1501,Potassium perchlorate,1,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1529,Progesterone,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1530,Progesterone (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1533,Promethazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1537,Propiomazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1554,Quinapril,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1635,Salmeterol,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1637,Salsalate,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1665,Sibutramine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1633,Salicylic acid (sodium),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1704,Sotalol,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1705,Sparfloxacin,3,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1717,Sucralfate,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1721,Sulfadiazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1735,Tacrolimus,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1776,Testosterone (topical),2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1793,Thiethylperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1826,Tolazamide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1861,Trichlormethiazide,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1866,Trifluoperazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter1867,Triflupromazine,2,Unknown,Alimentary Tract And Metabolism
DDInter937,Insulin human (regular),DDInter45,Alimemazine,2,Unknown,Alimentary Tract And Metabolism
DDInter943,Interferon alfa-2b,DDInter1263,Naltrexone,2,Unknown,Alimentary Tract And Metabolism
DDInter943,Interferon alfa-2b,DDInter1622,Rosuvastatin,2,Unknown,Alimentary Tract And Metabolism
DDInter943,Interferon alfa-2b,DDInter1675,Simvastatin,2,Unknown,Alimentary Tract And Metabolism
DDInter943,Interferon alfa-2b,DDInter1811,Tinidazole,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter416,Clotrimazole,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1055,Levofloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1263,Naltrexone,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1289,Nicotinamide,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1348,Orlistat,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1621,Rosiglitazone,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1622,Rosuvastatin,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1675,Simvastatin,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1709,Stanozolol,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1725,Sulfasalazine,2,Unknown,Alimentary Tract And Metabolism
DDInter947,Interferon beta-1a,DDInter1881,Troglitazone,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter416,Clotrimazole,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1055,Levofloxacin,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1263,Naltrexone,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1289,Nicotinamide,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1348,Orlistat,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1621,Rosiglitazone,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1622,Rosuvastatin,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1675,Simvastatin,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1709,Stanozolol,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1725,Sulfasalazine,2,Unknown,Alimentary Tract And Metabolism
DDInter948,Interferon beta-1b,DDInter1881,Troglitazone,2,Unknown,Alimentary Tract And Metabolism
DDInter949,Interferon gamma-1b,DDInter1263,Naltrexone,2,Unknown,Alimentary Tract And Metabolism
DDInter16,Acetohexamide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter307,Castor oil,2,Unknown,Alimentary Tract And Metabolism
DDInter385,Cisapride,DDInter1381,Paliperidone,3,Unknown,Alimentary Tract And Metabolism
DDInter397,Clidinium,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter669,Ertugliflozin,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter706,Exenatide,2,Unknown,Alimentary Tract And Metabolism
DDInter826,Glipizide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter831,Glyburide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter832,Glycerin,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter833,Glycerol phenylbutyrate,2,Unknown,Alimentary Tract And Metabolism
DDInter840,Granisetron,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter934,Insulin human,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter928,Insulin aspart (aspart protamine),2,Unknown,Alimentary Tract And Metabolism
DDInter940,Insulin lispro,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter941,Insulin lispro (protamine),DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter939,Insulin human (zinc),DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter938,Insulin human (zinc extended),DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1016,Lactitol,2,Unknown,Alimentary Tract And Metabolism
DDInter1018,Lactulose,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1055,Levofloxacin,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1077,Liraglutide,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1082,Lixisenatide,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1115,Magnesium citrate,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1118,Magnesium hydroxide,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1149,Mepenzolate,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1180,Methscopolamine,2,Unknown,Alimentary Tract And Metabolism
DDInter1197,Metoclopramide,DDInter1381,Paliperidone,3,Synergy,Alimentary Tract And Metabolism
DDInter1202,Metronidazole,DDInter1381,Paliperidone,1,Unknown,Alimentary Tract And Metabolism
DDInter1217,Miglitol,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1223,Mineral oil,2,Unknown,Alimentary Tract And Metabolism
DDInter1245,Morphine (liposomal),DDInter1381,Paliperidone,3,Unknown,Alimentary Tract And Metabolism
DDInter1253,Nabilone,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1269,Nateglinide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1342,Ondansetron,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1344,Opium,2,Unknown,Alimentary Tract And Metabolism
DDInter1389,Papaverine,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1443,Phenolphthalein,2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1488,Polyethylene glycol (3350),2,Unknown,Alimentary Tract And Metabolism
DDInter1381,Paliperidone,DDInter1506,Pramlintide,2,Unknown,Alimentary Tract And Metabolism
DDInter1535,Propantheline,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1581,Repaglinide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1621,Rosiglitazone,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1647,Scopolamine,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1665,Sibutramine,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1679,Sitagliptin,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1826,Tolazamide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1828,Tolbutamide,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter1881,Troglitazone,DDInter1381,Paliperidone,2,Unknown,Alimentary Tract And Metabolism
DDInter16,Acetohexamide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter307,Castor oil,2,Unknown,Alimentary Tract And Metabolism
DDInter385,Cisapride,DDInter1640,Saquinavir,3,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter514,Dexamethasone (nasal),2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter669,Ertugliflozin,2,Unknown,Alimentary Tract And Metabolism
DDInter676,Esomeprazole,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter706,Exenatide,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter734,Fidaxomicin,1,Unknown,Alimentary Tract And Metabolism
DDInter825,Glimepiride,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter826,Glipizide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter831,Glyburide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter832,Glycerin,2,Unknown,Alimentary Tract And Metabolism
DDInter840,Granisetron,DDInter1640,Saquinavir,3,Unknown,Alimentary Tract And Metabolism
DDInter934,Insulin human,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter928,Insulin aspart (aspart protamine),2,Unknown,Alimentary Tract And Metabolism
DDInter940,Insulin lispro,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter941,Insulin lispro (protamine),DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter939,Insulin human (zinc),DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter938,Insulin human (zinc extended),DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1016,Lactitol,2,Unknown,Alimentary Tract And Metabolism
DDInter1018,Lactulose,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1022,Lansoprazole,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1055,Levofloxacin,DDInter1640,Saquinavir,3,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1070,Linagliptin,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1077,Liraglutide,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1082,Lixisenatide,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1115,Magnesium citrate,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1118,Magnesium hydroxide,2,Unknown,Alimentary Tract And Metabolism
DDInter1202,Metronidazole,DDInter1640,Saquinavir,1,Unknown,Alimentary Tract And Metabolism
DDInter1209,Miconazole,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1217,Miglitol,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1223,Mineral oil,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1258,Naldemedine,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1261,Naloxegol,3,Unknown,Alimentary Tract And Metabolism
DDInter1269,Nateglinide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1300,Nitisinone,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1342,Ondansetron,DDInter1640,Saquinavir,3,Unknown,Alimentary Tract And Metabolism
DDInter1348,Orlistat,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1388,Pantoprazole,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1389,Papaverine,DDInter1640,Saquinavir,3,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1443,Phenolphthalein,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1488,Polyethylene glycol (3350),2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1506,Pramlintide,2,Unknown,Alimentary Tract And Metabolism
DDInter1513,Prednisolone,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1515,Prednisone,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1544,Prucalopride,1,Unknown,Alimentary Tract And Metabolism
DDInter1581,Repaglinide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1621,Rosiglitazone,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1622,Rosuvastatin,DDInter1640,Saquinavir,3,MetabolismExcretion,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1646,Saxagliptin,2,Unknown,Alimentary Tract And Metabolism
DDInter1665,Sibutramine,DDInter1640,Saquinavir,1,Unknown,Alimentary Tract And Metabolism
DDInter1675,Simvastatin,DDInter1640,Saquinavir,3,Unknown,Alimentary Tract And Metabolism
DDInter1640,Saquinavir,DDInter1679,Sitagliptin,2,Unknown,Alimentary Tract And Metabolism
DDInter1826,Tolazamide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1828,Tolbutamide,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1856,Triamcinolone (nasal),DDInter1640,Saquinavir,2,Metabolism,Alimentary Tract And Metabolism
DDInter1857,Triamcinolone (ophthalmic),DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter1881,Troglitazone,DDInter1640,Saquinavir,2,Unknown,Alimentary Tract And Metabolism
DDInter518,Dexfenfluramine,DDInter952,Iobenguane (I-131),3,Unknown,Alimentary Tract And Metabolism
DDInter650,Ephedrine,DDInter952,Iobenguane (I-131),3,Unknown,Alimentary Tract And Metabolism
DDInter651,Ephedrine (nasal),DDInter952,Iobenguane (I-131),3,Unknown,Alimentary Tract And Metabolism
DDInter706,Exenatide,DDInter952,Iobenguane (I-131),2,Unknown,Alimentary Tract And Metabolism
DDInter717,Fenfluramine,DDInter952,Iobenguane (I-131),3,Unknown,Alimentary Tract And Metabolism
DDInter1126,Mazindol,DDInter952,Iobenguane (I-131),3,Distribution,Alimentary Tract And Metabolism
DDInter1334,Olsalazine,DDInter952,Iobenguane (I-131),2,Unknown,Alimentary Tract And Metabolism
DDInter1725,Sulfasalazine,DDInter952,Iobenguane (I-131),2,Unknown,Alimentary Tract And Metabolism
DDInter518,Dexfenfluramine,DDInter959,Ioflupane I-123,2,Unknown,Alimentary Tract And Metabolism
DDInter717,Fenfluramine,DDInter959,Ioflupane I-123,2,Unknown,Alimentary Tract And Metabolism
DDInter1126,Mazindol,DDInter959,Ioflupane I-123,2,Unknown,Alimentary Tract And Metabolism
DDInter1197,Metoclopramide,DDInter959,Ioflupane I-123,2,Unknown,Alimentary Tract And Metabolism
DDInter1665,Sibutramine,DDInter959,Ioflupane I-123,2,Unknown,Alimentary Tract And Metabolism
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter964,Iopromide,3,Unknown,Alimentary Tract And Metabolism
DDInter88,Amphotericin B (liposomal),DDInter964,Iopromide,3,Unknown,Alimentary Tract And Metabolism
DDInter1004,Kanamycin,DDInter964,Iopromide,3,Synergy,Alimentary Tract And Metabolism
DDInter1123,Mannitol,DDInter964,Iopromide,2,Unknown,Alimentary Tract And Metabolism
DDInter1277,Neomycin,DDInter964,Iopromide,3,Synergy,Alimentary Tract And Metabolism
DDInter1334,Olsalazine,DDInter964,Iopromide,3,Synergy,Alimentary Tract And Metabolism
