cid,cid_name,ddinter_name,ddinter_num,match_type,score
CID106918182,strontium,,,unmatched,0.0
CID106918313,vilazodone,vilazodone,1935,exact,1.0
CID106918366,fosaprepitant,fosaprepitant,778,exact,1.0
CID106918430,ceftobiprole,,,unmatched,0.0
CID106918456,prasugrel,prasugrel,1508,exact,1.0
CID106918462,retapamulin,,,unmatched,0.0
CID106918558,fesoterodine,fesoterodine,731,exact,1.0
CID106918584,sugammadex,sugammadex,1719,exact,1.0
CID106918638,belinostat,belinostat,174,exact,1.0
CID106918670,PEP005,,,unmatched,0.0
CID109794842,tasimelteon,tasimelteon,1747,exact,1.0
CID109800339,olodaterol,olodaterol,1331,exact,1.0
CID109810131,ceftaroline,,,unmatched,0.0
CID109811221,cabazitaxel,cabazitaxel,259,exact,1.0
CID109812414,dalteparin,dalteparin,470,exact,1.0
CID109815559,trans,,,unmatched,0.0
CID109818231,tofacitinib,tofacitinib,1825,exact,1.0
CID109825285,azilsartan,valsartan,1915,fuzzy,0.8421
CID109831414,Lovaza,,,unmatched,0.0
CID109831761,irbesartan-hydrochlorothiazide,,,unmatched,0.0
CID109831783,Stalevo,,,unmatched,0.0
CID109846180,eltrombopag,eltrombopag,631,exact,1.0
CID109853053,lomitapide,lomitapide,1085,exact,1.0
CID109854489,fluticasone,fluticasone,766,exact,1.0
CID109865528,mirabegron,mirabegron,1229,exact,1.0
CID109869929,avanafil,avanafil,141,exact,1.0
CID109871419,ticagrelor,ticagrelor,1802,exact,1.0
CID109887712,dapagliflozin,dapagliflozin,474,exact,1.0
CID109898619,Depreotide,,,unmatched,0.0
CID109912092,apremilast,apremilast,111,exact,1.0
CID109924495,perampanel,perampanel,1428,exact,1.0
CID109930048,vernakalant,,,unmatched,0.0
CID109940864,Benicar-HCT,,,unmatched,0.0
CID109941444,SOM230,,,unmatched,0.0
CID109966051,Lu,,,unmatched,0.0
CID110028615,vorapaxar,vorapaxar,1945,exact,1.0
CID110096344,linagliptin,linagliptin,1070,exact,1.0
CID110107393,18F-flutemetamol,,,unmatched,0.0
CID110113978,pazopanib,pazopanib,1400,exact,1.0
CID110163178,afatinib,afatinib,32,exact,1.0
CID110178705,besifloxacin,gemifloxacin,813,fuzzy,0.8333
CID110182969,apixaban,apixaban,108,exact,1.0
CID110324367,boceprevir,boceprevir,221,exact,1.0
CID110465263,lorcaserin,lorcaserin,1093,exact,1.0
CID110482134,glycerol,,,unmatched,0.0
CID111001318,tafamidis,tafamidis,1737,exact,1.0
CID111020241,ascorbate,,,unmatched,0.0
CID111163584,alogliptin,alogliptin,51,exact,1.0
CID111167602,regorafenib,regorafenib,1576,exact,1.0
CID111228026,aclidinium,aclidinium,22,exact,1.0
CID111234049,TR-700,,,unmatched,0.0
CID111235728,Saxagliptin,Saxagliptin,1646,exact,1.0
CID111238823,azilsartan,valsartan,1915,fuzzy,0.8421
CID111254352,sodium,,,unmatched,0.0
CID111304743,riociguat,riociguat,1600,exact,1.0
CID111499245,AN2690,,,unmatched,0.0
CID111501341,florbetaben,,,unmatched,0.0
CID111505907,Zyprexa,,,unmatched,0.0
CID111519069,umeclidinium,umeclidinium,1899,exact,1.0
CID111531537,eliglustat,eliglustat,629,exact,1.0
CID111556711,Carfilzomib,Carfilzomib,299,exact,1.0
CID111593706,sevelamer,sevelamer,1663,exact,1.0
CID111597571,crizotinib,crizotinib,448,exact,1.0
CID111597697,lisdexamfetamine,lisdexamfetamine,1078,exact,1.0
CID111672461,gadofosveset,,,unmatched,0.0
CID111707110,trametinib,trametinib,1842,exact,1.0
CID111722286,spinosad,,,unmatched,0.0
CID111947681,nitroprusside,nitroprusside,1305,exact,1.0
CID111949646,empagliflozin,empagliflozin,636,exact,1.0
CID111979316,vasopressin,vasopressin,1921,exact,1.0
CID113559279,ulipristal,ulipristal,1897,exact,1.0
CID115951529,MDV3100,,,unmatched,0.0
CID116004692,macitentan,macitentan,1111,exact,1.0
CID116065945,TMC435,,,unmatched,0.0
CID116126651,PCI-32765,,,unmatched,0.0
CID116129616,salmon,,,unmatched,0.0
CID116129617,cosyntropin,,,unmatched,0.0
CID116129629,LY146032,,,unmatched,0.0
CID116129632,Nuvocid,,,unmatched,0.0
CID116129665,Vitrum,,,unmatched,0.0
CID116129672,Insulin,inulin,950,fuzzy,0.9231
CID116129682,Forteo,,,unmatched,0.0
CID116129690,ziconotide,ziconotide,1960,exact,1.0
CID116129701,T-A2-3,,,unmatched,0.0
CID116129703,Revasc,,,unmatched,0.0
CID116129704,Bivalirudin,Bivalirudin,217,exact,1.0
CID116130199,Enfuvirtide,Enfuvirtide,643,exact,1.0
CID116130295,BPTI,,,unmatched,0.0
CID116130957,Org,,,unmatched,0.0
CID116131215,Abarelix,Abarelix,4,exact,1.0
CID116131310,hepatitis,,,unmatched,0.0
CID116132265,ACTH(1-39,,,unmatched,0.0
CID116132283,glucagon,glucagon,827,exact,1.0
CID116132344,oCRH,,,unmatched,0.0
CID116132418,NovoLog,,,unmatched,0.0
CID116132438,Humalog,,,unmatched,0.0
CID116132441,Refludan,,,unmatched,0.0
CID116132446,Symlin,,,unmatched,0.0
CID116134956,liraglutide,liraglutide,1077,exact,1.0
CID116136245,degarelix,degarelix,493,exact,1.0
CID116137271,insulin,inulin,950,fuzzy,0.9231
CID116139342,Lyxumia,,,unmatched,0.0
CID116139605,teduglutide,teduglutide,1753,exact,1.0
CID116156130,exenatide,exenatide,706,exact,1.0
CID116158207,linaclotide,linaclotide,1069,exact,1.0
CID116158473,o291,,,unmatched,0.0
CID116213095,pentastarch,,,unmatched,0.0
CID116220172,ivacaftor,ivacaftor,997,exact,1.0
CID117754772,ruxolitinib,ruxolitinib,1628,exact,1.0
CID119371515,alcaftadine,,,unmatched,0.0
CID122834577,nesiritide,nesiritide,1282,exact,1.0
CID123668479,raltegravir,raltegravir,1563,exact,1.0
CID123689036,pertechnetate,,,unmatched,0.0
CID123690938,piroxicam,piroxicam,1478,exact,1.0
CID124762228,Azarga,,,unmatched,0.0
CID124776445,vismodegib,vismodegib,1940,exact,1.0
CID124812758,canagliflozin,canagliflozin,280,exact,1.0
CID124822371,florbetapir,,,unmatched,0.0
CID124826799,ponatinib,ponatinib,1492,exact,1.0
CID124838347,glucagon,glucagon,827,exact,1.0
CID124846132,hetastarch,,,unmatched,0.0
CID124950485,cobicistat,cobicistat,424,exact,1.0
CID124965990,suvorexant,suvorexant,1733,exact,1.0
CID125074470,Triptorelin,Triptorelin,1880,exact,1.0
CID125074886,cetrorelix,,,unmatched,0.0
CID125077405,Nafarelin,,,unmatched,0.0
CID125077993,Histrelin,Histrelin,864,exact,1.0
CID125094462,sofosbuvir,sofosbuvir,1695,exact,1.0
CID125102847,cabozantinib,cabozantinib,262,exact,1.0
CID125880656,doxycycline,doxycycline,598,exact,1.0
CID125880664,tetracycline,tetracycline,1783,exact,1.0
CID126275995,minocycline,minocycline,1224,exact,1.0
CID140468184,acenocoumarol,acenocoumarol,13,exact,1.0
CID142611257,vemurafenib,vemurafenib,1925,exact,1.0
CID144134877,oxytetracycline,oxytetracycline,1374,exact,1.0
CID144146714,Lantus,,,unmatched,0.0
CID144201342,tesamorelin,tesamorelin,1773,exact,1.0
CID144201343,ecallantide,,,unmatched,0.0
CID144462760,dabrafenib,dabrafenib,462,exact,1.0
CID144564107,mipomersen,mipomersen,1228,exact,1.0
CID144564722,Promacta,,,unmatched,0.0
CID144567678,dalbavancin,dalbavancin,467,exact,1.0
CID146181941,Signifor,,,unmatched,0.0
CID146216142,dolutegravir,dolutegravir,582,exact,1.0
CID151508717,tenoxicam,,,unmatched,0.0
CID151601240,demeclocycline,demeclocycline,498,exact,1.0
CID153477714,heparin,heparin,856,exact,1.0
CID153627505,hydroxypropyl,,,unmatched,0.0
CID154677977,A77,,,unmatched,0.0
CID154681041,tigecycline,tigecycline,1805,exact,1.0
CID154682541,doxycycline,doxycycline,598,exact,1.0
CID154687131,lymecycline,,,unmatched,0.0
CID156603655,pegaptanib,,,unmatched,0.0
CID156842239,n-3,,,unmatched,0.0
CID170683024,x,,,unmatched,0.0
CID170695640,colestyramine,cholestyramine,368,fuzzy,0.963
CID171306834,K779,,,unmatched,0.0
